사업장명,도로명전체주소
긴자,제주특별자치도 제주시 신광로8길 30-1 (연동)
중화루,제주특별자치도 제주시 삼무로 68 (연동)
갤러리호텔비앤비,"제주특별자치도 제주시 삼무로3길 48, 2층 (연동)"
문워크,"제주특별자치도 제주시 신광로 35, 2층 (연동)"
딜라익스프레스신제주점,"제주특별자치도 제주시 성신로1길 21, 1층 (연동)"
우리양,"제주특별자치도 제주시 성신로1길 23, 1층 (연동)"
톡순,"제주특별자치도 제주시 연동7길 30, 5층 (연동)"
천하장사뷔페,"제주특별자치도 제주시 제원1길 23, 2층 102호 (연동, 뉴제원)"
청보리,"제주특별자치도 제주시 연동4길 29, 105호 (연동)"
더라운지,"제주특별자치도 제주시 노연로 80, 1층 (연동)"
더오크라구내,제주특별자치도 제주시 신광로4길 38 (연동)
바나나껍데기,"제주특별자치도 제주시 은남2길 30, 1층 (연동)"
연포낙지,"제주특별자치도 제주시 연동9길 39 (연동,(은남4로6))"
우도스토리,"제주특별자치도 제주시 신대로16길 24, 1층 (연동)"
이브3호점,"제주특별자치도 제주시 신광로 50, 2층 (연동)"
옛집,제주특별자치도 제주시 연동4길 6-4 (연동)
바코드나인,"제주특별자치도 제주시 연동11길 42, 2층 (연동)"
쿠야,"제주특별자치도 제주시 연동11길 39, 102호 (연동)"
황금돼지,제주특별자치도 제주시 연동8길 6 (연동)
서촌제한라수목원점,"제주특별자치도 제주시 은수길 65, C동 1층 (연동)"
오늘와인한잔,"제주특별자치도 제주시 신대로16길 44, 1층 (연동)"
부산할매아구찜신제주점,제주특별자치도 제주시 연동11길 12 (연동)
짱갈비04,제주특별자치도 제주시 신대로14길 38 (연동)
주식회사 옥만이네한라수목원,"제주특별자치도 제주시 수목원길 65-6, 지하1층 (연동)"
양푼속닭한마리,제주특별자치도 제주시 연동9길 26 (연동)
형제갈비신제주점,제주특별자치도 제주시 은남4길 41 (연동)
나눔마당,"제주특별자치도 제주시 사장길 12, 1층 (연동)"
곰솔과맹개,"제주특별자치도 제주시 연동3길 33 (연동,(연제2로 45))"
주식회사일품순두부본점,"제주특별자치도 제주시 도령로 64, 1층 (연동)"
깡부대찌개,"제주특별자치도 제주시 문송1길 23, 1층 (연동)"
헬로우프렌드,제주특별자치도 제주시 과원북2길 64 (연동)
코지오베르쥬,"제주특별자치도 제주시 연화로2길 17-5, 1층 (연동)"
신신낙지,제주특별자치도 제주시 문송1길 15 (연동)
심야식당낭만혼술,"제주특별자치도 제주시 신대로20길 1, 1층 (연동)"
30년일소추어탕,제주특별자치도 제주시 삼무로 74 (연동)
제주섬신룽푸마라탕,"제주특별자치도 제주시 도령로 87, 현대오피스텔 101 ~ 102호 (연동)"
야식돼지,"제주특별자치도 제주시 삼무로11길 16, 109,110호 (연동, 일우연립주택)"
청송도시락식당,"제주특별자치도 제주시 성신로1길 7, 101호 (연동,수앤숙빌)"
홀인원스크린골프구내,"제주특별자치도 제주시 과원로 지하 38, 지하1층 (연동)"
엄마손,제주특별자치도 제주시 연동3길 35 (연동)
위아굿프렌즈,"제주특별자치도 제주시 국기로1길 5, 1층 (연동)"
고고짬뽕2호점연동점,"제주특별자치도 제주시 연동4길 12, 1층 (연동)"
아주좋아,제주특별자치도 제주시 신대로16길 34 (연동)
죽이야기제주연동점,"제주특별자치도 제주시 도령로 73, 108호 (연동)"
하얼빈양꼬치,"제주특별자치도 제주시 신대로16길 42, 2층 (연동)"
케이백,"제주특별자치도 제주시 신광로 48 (연동,(신광로66))"
규방,"제주특별자치도 제주시 도령로13길 9, 104호 (연동)"
다이아,"제주특별자치도 제주시 국기중길 6-9, 1층 (연동)"
달소금,제주특별자치도 제주시 성신로1길 22 (연동)
쁠리,제주특별자치도 제주시 국기로3길 5-10 (연동)
이화닭발1979,제주특별자치도 제주시 신대로14길 42 (연동)
공항가는길무인카페,"제주특별자치도 제주시 도령로 192, 2층 (연동)"
옥이네복돼지,제주특별자치도 제주시 삼무로 11-1 (연동)
호맥,제주특별자치도 제주시 은남3길 34 (연동)
예림,제주특별자치도 제주시 신대로14길 49 (연동)
서울뚝배기,제주특별자치도 제주시 아연로 10 (연동)
추억의쉘부르,"제주특별자치도 제주시 연북로 74 (연동,세화빌딩2층 201호(연북로 74))"
만리장성,"제주특별자치도 제주시 신대로20길 56 (연동,(사장4로86))"
옥희연동점,"제주특별자치도 제주시 신대로14길 52, 1층 (연동)"
구구단,제주특별자치도 제주시 국기로3길 6 (연동)
야우,제주특별자치도 제주시 제원길 8 (연동)
클로이,"제주특별자치도 제주시 노연로 147, 2층 (연동)"
신제주연동,"제주특별자치도 제주시 은남1길 3 (연동,(연중1로58))"
황가네뚝배기,제주특별자치도 제주시 삼무로11길 24 (연동)
참돼지깡통구이,제주특별자치도 제주시 연화로3길 10 (연동)
청산에살자제주본점,제주특별자치도 제주시 제원길 7 (연동)
정박사본점,"제주특별자치도 제주시 성신로 13-10, 1층 (연동)"
키로,"제주특별자치도 제주시 성두길 7-7, 지하1층 (연동)"
일공공샤브제주연동점,제주특별자치도 제주시 연북로 86 (연동)
그린기사,제주특별자치도 제주시 일주서로 7892 (연동)
고모네,"제주특별자치도 제주시 연동10길 4, 1층 (연동)"
신대로12길,제주특별자치도 제주시 신대로12길 13 (연동)
술한상,"제주특별자치도 제주시 신광로10길 25, 1층 (연동)"
킹흑돼지,"제주특별자치도 제주시 도령로11길 26-9 (연동,(도령3로20))"
창석이네,"제주특별자치도 제주시 국기로2길 8 (연동,(국기3로8))"
새빛,제주특별자치도 제주시 성신로 20 (연동)
고바,제주특별자치도 제주시 신대로14길 48 (연동)
미짬뽕,"제주특별자치도 제주시 제원1길 23, 107호 (연동, 뉴제원)"
귀아낭,"제주특별자치도 제주시 선덕로 22, 101호 (연동)"
로우허판,"제주특별자치도 제주시 성신로 15, 1층 제1호 (연동)"
금자매포차,"제주특별자치도 제주시 비월길 3, 1층 (연동)"
라운딩,"제주특별자치도 제주시 국기로4길 16, 1층 (연동)"
투다리노형점,"제주특별자치도 제주시 성신로1길 11 (연동,(성신1로9))"
엉아크랩쭈이빵,제주특별자치도 제주시 연동7길 42 (연동)
줌마식당,제주특별자치도 제주시 도령로13길 16-3 (연동)
정직한통닭코스모스점,"제주특별자치도 제주시 신대로 125, 1층 (연동)"
인스,"제주특별자치도 제주시 과원북4길 95, 2층 (연동)"
고성장수물,제주특별자치도 제주시 연문2길 18 (연동)
소문난먹거리,"제주특별자치도 제주시 사장길 21, 1층 (연동)"
연동누룽지,제주특별자치도 제주시 과원북4길 86-1 (연동)
사랑터,"제주특별자치도 제주시 제원4길 6 (연동,(제원7로10))"
배두리광장,"제주특별자치도 제주시 삼무로 60, 1층 (연동)"
아삼육,"제주특별자치도 제주시 남녕로6길 6, 101호 (연동, 현대빌라)"
한라생얼큰이연동점,제주특별자치도 제주시 과원로 39 (연동)
전주콩나루콩나물국밥신제주점,제주특별자치도 제주시 신대로10길 16 (연동)
다미순대,제주특별자치도 제주시 삼무로 47 (연동)
호프앤프랜즈,제주특별자치도 제주시 은남4길 37 (연동)
피오레,제주특별자치도 제주시 삼무로 61 (연동)
우디,"제주특별자치도 제주시 신대로10길 23, 105호 (연동, 장원프라자아파트)"
미복,"제주특별자치도 제주시 신대로16길 49 (연동,(연중6로16))"
대마족발,"제주특별자치도 제주시 신대로10길 41, 1층 (연동)"
해피해피데이,"제주특별자치도 제주시 신광로10길 20, 1층 (연동)"
금별맥주제원점,제주특별자치도 제주시 은남3길 38 (연동)
김명자굴국밥,제주특별자치도 제주시 연북로 168 (연동)
신농,제주특별자치도 제주시 과원로 39 (연동)
미코,"제주특별자치도 제주시 연화로1길 20, 1층 (연동)"
국수만찬,제주특별자치도 제주시 은남3길 1 (연동)
돛배,"제주특별자치도 제주시 국기로3길 9-4 (연동,(국기5로47))"
차돈,제주특별자치도 제주시 신대로14길 48 (연동)
루비,"제주특별자치도 제주시 성신로 13-8 (연동,이화아파트105(성신2로10))"
레몬트리,제주특별자치도 제주시 국기로2길 2-1 (연동)
토크쇼연동2호점,"제주특별자치도 제주시 사장길 19, 1층 (연동)"
유레카,"제주특별자치도 제주시 과원북4길 85, 3층 (연동)"
참좋다,제주특별자치도 제주시 삼무로3길 22 (연동)
연동계수나무집,"제주특별자치도 제주시 연동11길 39, 101호 (연동, 시스빌)"
숯불이동,"제주특별자치도 제주시 도령로13길 17 (연동,(도령3로16))"
제주청정원한우마당,제주특별자치도 제주시 신대로14길 42 (연동)
소리원,제주특별자치도 제주시 연동12길 37 (연동)
평강,제주특별자치도 제주시 선덕로5길 32 (연동)
엠츄로,제주특별자치도 제주시 은남4길 46 (연동)
재현이네갈비,제주특별자치도 제주시 선덕로 7 (연동)
위플1호점,제주특별자치도 제주시 도령로 102 (연동)
글램바,"제주특별자치도 제주시 노연로 118-1, 2층 205호 (연동)"
라라카페,"제주특별자치도 제주시 은남2길 30, 지하1층 (연동)"
모수,"제주특별자치도 제주시 연동8길 13, 1층 (연동)"
일드뱅,"제주특별자치도 제주시 신대로12길 56, 2층 (연동)"
송쿠쉐,제주특별자치도 제주시 신대로13길 43-8 (연동)
즉석,"제주특별자치도 제주시 연동9길 39, 1층 (연동)"
칭따오객잔,"제주특별자치도 제주시 신대로16길 51, 2층 (연동)"
흠염요리,"제주특별자치도 제주시 신광로8길 30-1, 1층 (연동)"
비에이치씨연동점,"제주특별자치도 제주시 삼무로 27, 1층 (연동)"
비어제이,"제주특별자치도 제주시 신광로10길 2, 1층 (연동)"
일박이일,"제주특별자치도 제주시 신대로16길 38, 1층 (연동)"
풍촌,"제주특별자치도 제주시 은남2길 28, 1층 (연동)"
제원목포세발낙지,제주특별자치도 제주시 제원길 16 (연동)
노연동국밥2호점,"제주특별자치도 제주시 신대로10길 32 (연동,(성두4로46))"
흥미,"제주특별자치도 제주시 삼무로 77 (연동,(삼무로10))"
민재네황태전문점,제주특별자치도 제주시 삼무로3길 10 (연동)
스크루지펍2,"제주특별자치도 제주시 국기로3길 3, 1층 (연동)"
여우비,제주특별자치도 제주시 과원북4길 94 (연동)
경상도아지매,제주특별자치도 제주시 신대로10길 51 (연동)
유리네,제주특별자치도 제주시 연북로 146 (연동)
러브도채비,제주특별자치도 제주시 1100로 2894-72 (연동)
연화밥상,제주특별자치도 제주시 신대로 144 (연동)
로얄고기국수,"제주특별자치도 제주시 신대로12길 45, 1층 (연동)"
제주맛동산칼국수,제주특별자치도 제주시 신대로9길 19 (연동)
빌라누스,"제주특별자치도 제주시 신대로16길 42, 지하1층 (연동)"
다해,"제주특별자치도 제주시 문송1길 17 (연동,(문송4로21))"
아취,"제주특별자치도 제주시 신광로10길 22, 1층 (연동)"
썬랜드호텔구내식당,제주특별자치도 제주시 신광로 지하 92 (연동)
더팔당제주,제주특별자치도 제주시 신대로16길 44 (연동)
인쌩맥주제주연동점,"제주특별자치도 제주시 신대로14길 51, 1층 (연동)"
제원칼집,제주특별자치도 제주시 제원길 19 (연동)
서귀포모녀식당,제주특별자치도 제주시 선덕로3길 20 (연동)
제3공간,"제주특별자치도 제주시 연화중길 21, 1층 (연동)"
망고홀릭제주본점,"제주특별자치도 제주시 삼무로5길 2, 1층 (연동)"
장모님밥상,"제주특별자치도 제주시 신대로18길 30, 1층 (연동)"
제주곱,"제주특별자치도 제주시 신대로16길 42, 1층 (연동)"
33떡볶이신연동점,제주특별자치도 제주시 국기로 13 (연동)
투다리연동점,제주특별자치도 제주시 연동10길 3 (연동)
핫쿵푸마라탕연동점,제주특별자치도 제주시 연동8길 21 (연동)
달콤한닭강정연동점,제주특별자치도 제주시 국기로 25 (연동)
돈킹스,제주특별자치도 제주시 국기로3길 14 (연동)
본죽앤비빔밥까페제주연동점,제주특별자치도 제주시 국기로 13-1 (연동)
범맥주제주연동점,"제주특별자치도 제주시 신광로 59 (연동,(2층))"
하몽돼지,"제주특별자치도 제주시 국기로2길 12, 1층 (연동)"
돈떵이,제주특별자치도 제주시 연동8길 19 (연동)
미풍해장국연동점,제주특별자치도 제주시 제원길 7 (연동)
느리게걷기,"제주특별자치도 제주시 신광로6길 25, 2층 206호 (연동, 제원아파트)"
연동본가연동점,제주특별자치도 제주시 삼무로 11 (연동)
서서방숯불닭갈비,"제주특별자치도 제주시 신광로 61, 1층 (연동)"
유미카츠 연동점,"제주특별자치도 제주시 연동4길 36, 1층 101호 (연동, 연동 뜨레모아)"
고집순두부연동본점,"제주특별자치도 제주시 제원1길 33 (연동,(제원1로51))"
꽃담,"제주특별자치도 제주시 선덕로5길 18, 1층 (연동)"
일품순두부도청점,제주특별자치도 제주시 문송길 41 (연동)
수라상,"제주특별자치도 제주시 연동10길 36 (연동,(도호2로68))"
쿠잉,"제주특별자치도 제주시 과원북2길 66, 1층 (연동)"
혼밥대왕신제주점,"제주특별자치도 제주시 연동4길 6-6 (연동,(용천서1로8))"
치킨신드롬신제주점,제주특별자치도 제주시 연동10길 4 (연동)
낚시꾼,제주특별자치도 제주시 신대로16길 37-1 (연동)
참닭갈비신제주점,제주특별자치도 제주시 신광로4길 1 (연동)
산지물신제주점,제주특별자치도 제주시 신대로10길 53 (연동)
도르라갈비,제주특별자치도 제주시 성신로2길 21 (연동)
이국향,제주특별자치도 제주시 삼무로 70 (연동)
연동마라도,제주특별자치도 제주시 신광로8길 3 (연동)
셔츠,"제주특별자치도 제주시 신대로14길 29, 101호 (연동, 연동엘리트빌)"
미나리,"제주특별자치도 제주시 삼무로11길 34 (연동,(삼무1로 9))"
살롱,제주특별자치도 제주시 신광로10길 지하 18 (연동)
가이아,제주특별자치도 제주시 연동7길 4 (연동)
목포홍탁집,"제주특별자치도 제주시 신대로10길 32 (연동,(성두4로46))"
이가촌,"제주특별자치도 제주시 연북로 164, 1~2층 (연동)"
삼대국수회관신제주점,제주특별자치도 제주시 신대로20길 32 (연동)
자연뜨락,제주특별자치도 제주시 연화로2길 16-1 (연동)
아사히,제주특별자치도 제주시 과원북4길 85 (연동)
옥희연동,"제주특별자치도 제주시 신대로14길 51, 2층 (연동)"
제이,"제주특별자치도 제주시 신대로12길 37-1, 2층 (연동)"
교촌치킨제주1호,"제주특별자치도 제주시 삼무로 50, 1층 (연동)"
부산서면양곱창분점,제주특별자치도 제주시 신광로10길 22 (연동)
진홍식당,제주특별자치도 제주시 신광로8길 5 (연동)
희양양연동점,"제주특별자치도 제주시 삼무로3길 42, 1층 (연동)"
동네마당,제주특별자치도 제주시 노연로 148 (연동)
티바두마리치킨연동점,제주특별자치도 제주시 성신로2길 19 (연동)
올레가면탁이국수,제주특별자치도 제주시 제원길 16 (연동)
무허가집,제주특별자치도 제주시 연동1길 14 (연동)
떡볶이참잘하는집떡참제주연동노형점,"제주특별자치도 제주시 도령로7길 30, 1층 (연동)"
서울정식뷔페,제주특별자치도 제주시 신대로18길 48 (연동)
그램그램연동점,"제주특별자치도 제주시 신대로20길 56, 1층 (연동)"
언덕위에,제주특별자치도 제주시 연동12길 지하 24 (연동)
불닭발땡초동대문엽기떡볶이신제주점,제주특별자치도 제주시 신대로16길 52 (연동)
신성할망,제주특별자치도 제주시 신대로7길 23 (연동)
괸당집신제주점,제주특별자치도 제주시 신광로4길 9 (연동)
깜돈흑돼지,"제주특별자치도 제주시 삼무로3길 6 (연동,(성두5로10))"
수구레해장국2호점,제주특별자치도 제주시 비월길 7 (연동)
수다,제주특별자치도 제주시 신대로14길 32 (연동)
이금돈지,제주특별자치도 제주시 노연로 143 (연동)
둘둘김밥앤와플칸연동점,제주특별자치도 제주시 국기로 21 (연동)
어장관리,제주특별자치도 제주시 귀아랑길 23 (연동)
꽃보다소제주연동점,제주특별자치도 제주시 신대로10길 18 (연동)
어장군,제주특별자치도 제주시 신대로 72 (연동)
신제주은남,제주특별자치도 제주시 연동11길 30 (연동)
삼무국수,"제주특별자치도 제주시 삼무로3길 46-1, 1층 (연동)"
피자마을앤파닭,"제주특별자치도 제주시 성신로2길 10, 가동 101호 (연동)"
연동길,"제주특별자치도 제주시 은남2길 23 (연동,제1호)"
명품대구막창,제주특별자치도 제주시 연동8길 4 (연동)
금룡관광호텔구내(1층),제주특별자치도 제주시 삼무로 79 (연동)
진진,제주특별자치도 제주시 선덕로5길 19 (연동)
부가네얼큰이삼무점,"제주특별자치도 제주시 삼무로1길 6, 1층 (연동)"
올리브와뽀빠이,"제주특별자치도 제주시 신광로 32-1 (연동,(신광로44))"
팝콘,"제주특별자치도 제주시 연동11길 30, 105호 (연동)"
오름해산물,제주특별자치도 제주시 국기로2길 2-5 (연동)
국수몰고랑,"제주특별자치도 제주시 신대로10길 41 (연동,(성두4로 67))"
삼대전통고기국수,제주특별자치도 제주시 신대로5길 17 (연동)
돌담흑돼지주식회사,"제주특별자치도 제주시 연동7길 35, 2층 (연동)"
돌하르방신제주점,제주특별자치도 제주시 신대로8길 18 (연동)
일품연황찜닭,제주특별자치도 제주시 연동1길 14 (연동)
맨하탄호텔구내,"제주특별자치도 제주시 도령로 66 (연동,중2층(도령로147))"
조개마당,"제주특별자치도 제주시 제원길 8, 1층 (연동)"
도진식당,제주특별자치도 제주시 국기중길 27 (연동)
사랑담은해물,"제주특별자치도 제주시 신대로6길 29, 101호 (연동, 우성빌라)"
회식,제주특별자치도 제주시 선덕로5길 25 (연동)
이노우에스시,"제주특별자치도 제주시 과원로 78-1 (연동,(1층))"
바라바라,"제주특별자치도 제주시 연화로1길 20 (연동,(연화2로30))"
삼무곱창,제주특별자치도 제주시 삼무로3길 40 (연동)
고향의맛,제주특별자치도 제주시 연동13길 37 (연동)
김씨며느리,제주특별자치도 제주시 문송길 25 (연동)
우수미회센타별관,"제주특별자치도 제주시 연화로2길 24, 해사랑주택 1층 (연동)"
쿠루미,"제주특별자치도 제주시 연문6길 6, 1층 (연동)"
바론,"제주특별자치도 제주시 신광로1길 14, 1층 (연동)"
반주,"제주특별자치도 제주시 성신로1길 21, 2층 (연동)"
김박사커피밀,"제주특별자치도 제주시 연문2길 9, 1층 102호 (연동, 한주주택)"
도도푸드,"제주특별자치도 제주시 도령로7길 32-2, 1층 101호 (연동)"
(주)지앤엘(이클립스),"제주특별자치도 제주시 삼무로 67, 지하1층 (연동)"
코로웨이니,"제주특별자치도 제주시 신광로 41, 3층 (연동)"
비아이푸드,"제주특별자치도 제주시 사장1길 29, 1층 (연동)"
숙희네흑돼지,"제주특별자치도 제주시 삼무로3길 16, 1층 100호 (연동)"
제주족발보쌈,"제주특별자치도 제주시 성신로1길 21, 1층 (연동)"
공항근처국밥고기국수,"제주특별자치도 제주시 성신로 26, 1층 (연동)"
바다정원,"제주특별자치도 제주시 주수길 8, 1층 (연동)"
제주세호해장국연동점,"제주특별자치도 제주시 신광로 12, 1층 101호 (연동)"
다정이네곱창집,"제주특별자치도 제주시 은남1길 17, 1층 (연동)"
열정국밥,"제주특별자치도 제주시 성신로 18-5, 지하1층 001호 (연동, 조양빌라트)"
돈플라이,"제주특별자치도 제주시 연동7길 20, 1층 (연동)"
비상식탁,"제주특별자치도 제주시 과원로 61, 1층 (연동)"
시스터즈어묵,"제주특별자치도 제주시 신광로 73, 1층 (연동)"
시쟈덕,"제주특별자치도 제주시 신광로8길 20, 1층 (연동)"
24시제주해장국,"제주특별자치도 제주시 삼무로 45, 1층 (연동)"
제주의온도,"제주특별자치도 제주시 선덕로5길 20-1, 1층 (연동)"
자가제빵선명희피자신제주점,"제주특별자치도 제주시 연화로2길 8, 1층 (연동)"
코코샤넬,"제주특별자치도 제주시 삼무로 47, 지1층 (연동)"
산촌오리탕,"제주특별자치도 제주시 성신로 15, 1층 (연동)"
녹색집,"제주특별자치도 제주시 은남길 16, 1층 (연동)"
(주)시더스초밥제주연동점,"제주특별자치도 제주시 연오로 91, 1층 (연동)"
덮밥90도씨,"제주특별자치도 제주시 노연로 103, 1층 101호 (연동, 제주연동리슈빌디에스)"
칼맞은삼겹살제원점,"제주특별자치도 제주시 제원4길 8, 1층 (연동)"
에바돈가츠제주연동점,"제주특별자치도 제주시 삼무로3길 9, 1층 (연동)"
굽담,제주특별자치도 제주시 신광로 65 (연동)
토박이장터,제주특별자치도 제주시 귀아랑길 21 (연동)
제주옹기설렁탕,제주특별자치도 제주시 문송길 27 (연동)
타코닷,제주특별자치도 제주시 연화로1길 24 (연동)
황금어장,제주특별자치도 제주시 사장길 14 (연동)
추자본섬연동점,제주특별자치도 제주시 선덕로 14-1 (연동)
아싸회,제주특별자치도 제주시 연동11길 36 (연동)
연동기사식당,"제주특별자치도 제주시 과원로 60 (연동,(과원1로72))"
낭랑,제주특별자치도 제주시 신대로10길 29 (연동)
영구스피자제주점,"제주특별자치도 제주시 국기로 45, 1층 (연동)"
문카페,제주특별자치도 제주시 국기중길 14 (연동)
돼지삼춘생구이,"제주특별자치도 제주시 국기로3길 7, 1층 (연동)"
장충왕족발,제주특별자치도 제주시 은남4길 2 (연동)
자담치킨연동점,"제주특별자치도 제주시 연동3길 15, 1층 (연동)"
아구찜의정석,제주특별자치도 제주시 성신로 15 (연동)
돈모아,"제주특별자치도 제주시 연동11길 30 (연동,외1필지(은남3로40))"
일등아들,제주특별자치도 제주시 신대로 124 (연동)
꼼닭,"제주특별자치도 제주시 은남길 33, 1층 (연동)"
신제주빠빠라기,"제주특별자치도 제주시 신광로 45, 2층 (연동)"
우리네보쌈,제주특별자치도 제주시 사장길 21 (연동)
몽마르지,"제주특별자치도 제주시 남녕로6길 4 (연동,102호(남녕2로15))"
꼴통집본점,"제주특별자치도 제주시 신대로16길 45, 1층 (연동)"
함지신신불닭발본점,제주특별자치도 제주시 신대로16길 42 (연동)
일루와술밥,제주특별자치도 제주시 삼무로3길 44 (연동)
진짜루,제주특별자치도 제주시 삼무로1길 10 (연동)
투다리월드점,제주특별자치도 제주시 제원길 14 (연동)
아싸살아있네,"제주특별자치도 제주시 신대로16길 32-1, 1층 (연동)"
모살물,제주특별자치도 제주시 삼무로3길 14 (연동)
배고파,"제주특별자치도 제주시 제원1길 23, 201호 (연동)"
전주아줌마,"제주특별자치도 제주시 신광로4길 25, 1층 (연동)"
막끌리나,제주특별자치도 제주시 은남길 30 (연동)
열열이얼큰이제원점,"제주특별자치도 제주시 연동7길 31, 1층 (연동)"
전복나라,제주특별자치도 제주시 삼무로3길 20 (연동)
대박국수,"제주특별자치도 제주시 신대로14길 5, 1층 (연동)"
채담,제주특별자치도 제주시 과원로 136-2 (연동)
신마포갈매기신제주점,제주특별자치도 제주시 신광로8길 6 (연동)
신흥관,"제주특별자치도 제주시 문송길 19, 1층 (연동)"
주주,제주특별자치도 제주시 신광로4길 17 (연동)
공푸마라탕,제주특별자치도 제주시 신광로8길 22 (연동)
해녀고기,"제주특별자치도 제주시 과원로 80, 1층 (연동)"
풍요로움,제주특별자치도 제주시 은남4길 31 (연동)
곤지암할매소머리국밥신제주점,"제주특별자치도 제주시 삼무로 60, 1층 (연동)"
퍼스트,"제주특별자치도 제주시 연동7길 28, 2층 (연동)"
끼니,제주특별자치도 제주시 연동12길 28-11 (연동)
이참흑돼지,제주특별자치도 제주시 삼무로7길 25 (연동)
엔,제주특별자치도 제주시 국기로 25 (연동)
울고넘는박달재,"제주특별자치도 제주시 연동4길 16-1, 1층 (연동)"
민준이네,제주특별자치도 제주시 선덕로5길 19 (연동)
낙지친구,"제주특별자치도 제주시 연동13길 9 (연동,(은남2로13))"
참숯불닭발,제주특별자치도 제주시 은남4길 37 (연동)
어매흑돼지,제주특별자치도 제주시 신광로10길 15 (연동)
지희,"제주특별자치도 제주시 신대로12길 41, 지하1층 (연동)"
바래,"제주특별자치도 제주시 신대로14길 42, 지하1층 (연동)"
고구려,제주특별자치도 제주시 연화로 47 (연동)
돼지목장,제주특별자치도 제주시 연동9길 37 (연동)
남문숯불바베큐앤치킨신제주점,제주특별자치도 제주시 신대로20길 56 (연동)
풍전,"제주특별자치도 제주시 연동8길 30, 2층 (연동)"
제주다방,제주특별자치도 제주시 사장3길 35 (연동)
마시모,"제주특별자치도 제주시 신대로20길 56 (연동,(사장4로86))"
중식당,제주특별자치도 제주시 연동3길 14 (연동)
제니의정원,"제주특별자치도 제주시 명주길 26-12, 1층 (연동)"
커피순,제주특별자치도 제주시 귀아랑길 22 (연동)
유진이네회초밥,"제주특별자치도 제주시 삼무로 16, 2층 (연동)"
로얄바,제주특별자치도 제주시 신대로14길 49 (연동)
골든블루,"제주특별자치도 제주시 사장1길 43, 2층 (연동)"
수복강녕,"제주특별자치도 제주시 선덕로3길 40, 1층 (연동)"
테라스탱고,"제주특별자치도 제주시 신대로 104, A동 1층 (연동)"
